tree_number,lambda.sim,mu_0.sim,beta.sim,time_decline,time80,final_rich80,time50,time20,time_s20,ntip80,ntip50,ntip20,ntip_s20,mu_f.sim.80,mu_f.sim.50,mu_f.sim.20,mu_f.sim.s20,lambda.fit.80,mu_f.fit.80,beta.fit.80,lambda.fit.50,mu_f.fit.50,beta.fit.50,lambda.fit.20,mu_f.fit.20,beta.fit.20,lambda.fit.s20,mu_f.fit.s20,beta.fit.s20
1496,7.85791693,8.578102794,0.952884126,2.599958019,5.999958019,117.2800871,4.599958019,3.699958019,1.8,144,286,482,570,8.54989203879506,8.4710051400613,8.32562159531754,7.03465098485409,6.16234725686692,6.03846728811192,1151.56994152407,6.71357156146738,6.4764735374368,1449.94954283308,7.54677116705207,7.14246142689927,1697.35764274704,7.03046790491194,5.07233779356189,267.108622623221
1497,1.293450143,1.680028311,0.115570305,12.7128836,22.9128836,106.4769879,19.0128836,16.1128836,9.7,61,178,287,221,1.5611004644198,1.49337719817092,1.4190610266992,1.1324344045895,0.850384557332655,0.818223441374588,152.467209223986,1.05009231990787,0.963577253322855,342.42184477059,1.07034587077298,0.933439881735391,11.6952389186415,1.3234127740222,0.998878060164508,78.7121180938913
1498,5.80272076,7.251012994,0.601160319,2.679411862,5.179411862,64.23352457,4.279411862,3.579411862,2,80,173,300,243,6.92879137253863,6.69750075644594,6.40790413324414,5.07211216140197,3.70952542797513,3.51558078834386,1210.6145751635,4.89802389285203,4.58933667498124,1424.85991928064,5.04025214955143,4.52155602516152,1567.01501410061,4.70753302208149,3.07369444881527,1722.12928106174
1499,1.513205884,2.18995282,0.154751816,7.588524059,14.18852406,20.76620992,11.78852406,9.888524059,5.6,34,60,41,93,1.94625344047802,1.83664497008505,1.71587654640382,1.2693533003539,1.02120723356583,0.964510493361925,445.120568881677,1.48831691724677,1.39445243256708,31.9992513927298,1.35033858577581,1.26240225999965,220.5955467931,1.15556664315169,0.623831118801699,9.94903499199603
1500,7.29486729,8.511733373,0.851780625,2.283647669,4.783647669,65.10000643,3.783647669,3.183647669,1.6,250,510,824,693,8.36704496987677,8.17261029238428,7.94639101774203,6.33332042004137,5.76117505455858,5.56199660016904,1409.99388487331,5.26008466046992,4.84583952226614,99.9828086145348,6.08217926696608,5.45507315773824,1822.13853738336,6.94886431870048,4.57394630748887,2821.73293387904
1501,4.195116939,5.456000809,0.456199276,3.211103537,6.111103537,34.3819814,5.011103537,4.211103537,2.3,31,71,125,160,5.12017575939498,4.90131072961052,4.65699440315666,3.54532360933307,2.47487712388176,2.35347708667897,696.867287032638,3.21534216701729,3.00160781662882,109.339119843501,2.71428037237074,2.31679357701948,30.2148655826573,4.07188246471782,2.81727364588281,19.9399517602752
1502,4.44865556,6.01526333,0.322225012,4.17530437,7.17530437,285.873872,6.07530437,5.27530437,3.2,187,301,501,464,5.4194109989868,5.16593963248061,4.91619251034957,3.8701763772853,3.35749879712514,3.17657333711534,416.506526373355,4.15123645116233,3.91604139248758,484.324642614899,3.92367820822128,3.48330544790772,1058.43744190837,3.86258628497742,2.44132719160429,1325.22232129591
1503,1.272286382,1.608498842,0.126851673,12.33971387,23.03971387,71.62996998,18.93971387,15.93971387,9.3,5,43,124,123,1.52197410266645,1.46294846851662,1.39554461301944,1.11410321163129,0.124586834985481,0.108922341512911,9.49353856789115,0.933562848671363,0.901812584858832,25.0853153797879,1.1931179536654,1.09834149111882,31.5931163632215,1.0465136361659,0.742852342399193,4.49043686021997
1504,3.481389204,4.013666064,0.478294078,4.22396316,9.22396316,30.60021903,7.12396316,5.82396316,3,20,99,178,214,3.96496536525402,3.88069773902801,3.76604657653331,3.0578379507115,1.77171299081479,1.76098956167629,203.410563605557,3.26562753413285,3.15666540422622,955.085489539427,2.57534494030943,2.28286364888616,1039.63395118267,2.55103344756837,1.39607580098871,33.9848475279498
1505,1.071326434,1.234268053,0.121794167,16.62511014,33.72511014,88.04469089,26.72511014,21.92511014,12.2,296,656,1164,1040,1.21396620924599,1.18664719415674,1.14882219993465,0.95495182704843,0.751394567079852,0.717023223843709,56.6605704439016,0.86303639098182,0.807291761915398,228.730481491042,0.944622215017633,0.84496363328545,59.1744105911823,0.900646749951455,0.587349710775896,13.2603242657845
1506,4.376246325,4.708540123,0.724748523,3.657977341,9.957977341,24.86186753,7.157977341,5.357977341,2.4,2,18,54,86,4.70508415076742,4.68224457411999,4.61161419846707,3.88159632724561,1.24468668289358,4.89271967235638,2.90663143352562,2.30785921940837,2.43334185565682,4.6228872248723,3.95279177662919,3.75635302410963,11.3504266113582,4.59457623131423,3.48038958797071,12.4946029402544
1507,7.055536372,8.896706577,0.811086498,1.94218473,3.84218473,33.56688069,3.14218473,2.64218473,1.4,58,180,320,318,8.50241436769986,8.20105228434278,7.85314359625808,6.03859801661523,4.98960049082397,4.85310726107848,54.087670310852,5.32365873907955,4.88828795316923,1856.18982159185,6.89459221766688,6.17363891617169,2114.97651090045,4.49667696538735,285.188979330826,-0.00765195153349378
1508,3.605559836,3.750189003,0.641136342,5.077529234,17.87752923,26.57325948,11.57752923,8.077529234,3.2,77,184,243,312,3.75014953922735,3.74794830644726,3.72905752086063,3.2681981078729,3.77867471203036,3.77462803568996,416.784805638428,3.06982352993108,3.00492229556209,5.820428299637,2.8952716994128,2.72754936695566,9.19070365395976,3.40826354207983,2.51046742193513,1424.22757096632
1509,2.112158142,2.518313122,0.23003912,7.931736789,15.53173679,77.5390961,12.53173679,10.43173679,5.9,128,289,572,440,2.447613692958,2.37734202873082,2.28979008832461,1.87016856560614,1.59566575853328,1.54700494878941,431.903538015832,1.40623292170804,1.27642974653359,472.371011053289,1.7342964460468,1.49612215988628,533.814662626756,1.86351228486903,1.30304362335752,816.696147541222
1510,6.879389912,7.743100571,0.906286234,2.420118024,5.420118024,48.96118278,4.120118024,3.320118024,1.7,5,29,40,31,7.68613887026139,7.55806441768115,7.36103959590703,6.08426548573991,4.78279678725222,11.9980059142233,2.79760388908266,6.87868246982156,6.88810281365592,407.622957482377,8.3667139050821,8.1970071562148,4025.89169714313,4.36787093331182,3.1067265871167,20.4576290211256
1511,8.056974081,9.34913964,0.766563982,2.581604183,5.081604183,261.1791158,4.081604183,3.481604183,1.9,838,2003,3462,3551,9.15901785063491,8.93992948705293,8.70096041839156,7.17025577718661,7.29026436763302,7.12477893646703,264.776368204846,6.56311155082141,6.23033201537013,1535.27176796729,6.84940035702646,6.26593053099036,1652.98399379755,6.96537729107279,4.91310433058615,139.545924580637
1512,2.811546607,3.63439214,0.262195919,5.665338589,10.46533859,85.79313042,8.665338589,7.265338589,4.3,158,296,497,444,3.40064776995172,3.25967151924709,3.09348099479829,2.45735613170626,2.03628938432609,1.94433139143695,26.8757436974454,2.18252139709796,1.99267988428743,666.331258531541,2.48693985422035,2.17979343084936,382.400446785296,2.33083378211417,1.48706905331803,21.2900452270889
1513,6.38332212,8.355428192,0.654028165,2.207564512,4.207564512,44.56825188,3.407564512,2.907564512,1.6,117,234,296,332,7.8222791611911,7.45576224483747,7.10775255723778,5.42113575502451,4.85978921787791,4.63312242060002,246.070663411962,6.5325706661729,6.14751342138134,133.699232707056,5.05581167729282,4.40757264236645,118.60552799917,5.68420159872103,3.41368023124278,2647.41996652926
1514,6.713913281,8.273565485,0.556669118,2.997476679,5.497476679,322.5989525,4.597476679,3.897476679,2.3,327,672,1246,1551,7.88574392543632,7.63351468896684,7.32853619227493,5.97398529647146,5.89695131324152,5.74568004690133,93.6181994000786,5.6401901747168,5.36870508653593,1404.01049495444,5.80941597507146,5.32384081950549,1514.89144606129,5.8794814839881,4.07118998801191,1959.35098789308
1515,5.602868747,6.914188555,0.842594889,1.973120794,4.373120794,11.6197949,3.473120794,2.773120794,1.3,7,34,97,31,6.74062190741124,6.54367239456844,6.24590438719578,4.60198207008693,-0.849213012125144,-0.694800255887689,600.369095568105,2.18313543478075,1.70017142935202,93.0477837954295,7.24684791720581,6.61905308117669,1462.76922029529,4.4269821788549,2.65407949120112,2381.92270508085
1516,7.888953879,9.453972979,0.958305737,1.876788353,3.876788353,39.86670037,3.176788353,2.576788353,1.3,25,36,91,173,9.22375149179881,9.00369917580414,8.65379090723534,6.73395737756899,12.9315582741656,13.1587887985832,34.3291076566167,6.2300536076726,6.09662240925364,67.8883583180024,7.43853665461083,7.04958050720225,287.406142740758,7.42928919787459,4.67294318539606,690.53129912088
1517,4.989342113,6.151510393,0.752770575,2.213702595,4.813702595,11.54022669,3.813702595,3.013702595,1.5,45,54,119,89,5.98735077209329,5.80302029113497,5.51511103498431,4.16268982920093,4.87794294204557,4.78622893424301,349.089657639845,4.84736923365865,4.59186684117879,1675.31455014465,5.06818994166563,4.47384772395599,596.08733667357,5.6054819680095,4.15572112979986,3333.11188427863
1518,7.875628245,9.645194404,0.717469955,2.363479309,4.463479309,178.6045417,3.663479309,3.163479309,1.8,76,259,335,458,9.25298229725078,8.94889569622558,8.64843071121301,6.99399038636816,7.21093484885427,7.09337345363471,1551.66308323667,7.71034603517235,7.31075976582072,695.783012456558,7.24463337980855,6.71498962279293,1949.96541348505,7.09008663075614,4.86524750993241,2576.1879731452
1519,8.28815625,9.485548686,0.801138902,2.583351304,5.083351304,282.236112,4.183351304,3.483351304,1.9,104,346,706,696,9.32395998141261,9.15323503392898,8.90331232171358,7.41543084086552,8.18990196949658,8.09436846235645,1414.67984817604,6.42551780382351,6.11147684714972,1567.58278187413,7.03441669421499,6.46037353275985,1745.3595639725,8.51332934911689,6.64232943651385,331.61194308545
1520,1.568582816,2.353327218,0.162332663,6.765289005,12.66528901,15.55383335,10.46528901,8.865289005,4.9,43,45,85,81,2.05218117174693,1.92292196694735,1.79527113149167,1.29106572913336,1.3659152402785,1.30497935037614,3.94219113974946,1.03284144728261,0.917475962615898,9.47072269695648,0.927612956922109,0.703889335115756,23.1329271202026,1.8422551101301,1.31727788106245,36.7279976794206
1521,3.459227261,4.252400415,0.496675177,3.380876344,7.280876344,14.49363376,5.680876344,4.680876344,2.4,17,19,38,31,4.13807963470464,3.99932471781531,3.83653411293615,2.96134091097429,3.91795396887952,4.00981725844036,1096.84329623678,3.00674607196216,3.00077251232623,122.228918616699,2.95674169970267,2.5981900193419,1607.90520700782,3.02145863949073,2.13889672307651,79.6681706005374
1522,2.083940599,2.946251784,0.211921667,5.797768896,10.8977689,25.14409411,8.997768896,7.597768896,4.3,3,30,60,18,2.65364908641721,2.50858105121172,2.35741018826808,1.76181116378645,-0.0697836544385959,5.79360560642164e-08,3.44334087799096,1.5288667672558,1.42479749386499,42.9389328238881,1.56614632204325,1.29493124406697,15.0578274330912,2.45971221763266,2.31870517979081,15.7055346148514
1523,1.45135464,1.857804691,0.134021984,11.33910802,20.73910802,100.5856109,17.13910802,14.43910802,8.6,237,590,1043,1037,1.7424912040921,1.67098694240947,1.58953497110012,1.2710764596967,1.25203005624393,1.21504642439982,31.7288770046871,1.16419005778153,1.07616472825834,144.991297432259,1.24406902881782,1.09234544042057,371.204815728053,1.34307415987225,0.888798110258407,487.426578522663
1524,6.060573492,7.220045235,0.788319731,2.319993575,4.819993575,29.62322895,3.819993575,3.119993575,1.6,29,81,103,71,7.05847814753987,6.86464655924764,6.60292492219595,5.174734659711,4.98622319576957,4.97984860500739,40.0331241634546,6.62684932456071,6.28601914119366,166.444403939223,5.53495068116409,5.02215678246964,12.4957550780503,5.5483904856738,4.0619485080899,92.3562313362636
1525,6.608901349,7.870064355,0.943498862,1.940682706,4.240682706,19.06240788,3.340682706,2.740682706,1.3,4,25,47,92,7.72607459133071,7.53346573321846,7.27718525215943,5.56174959064249,1.43007789741222,25.9014596500088,0.0933151380129387,5.89397818338561,5.87942606794268,38.424779229421,2.6951166097179,1.91592263721636,1769.39839108752,3.53375580019506,9.73190415592125,-0.127409003208759
1526,7.560441148,8.298614407,0.974742615,2.482363282,5.782363282,74.77578227,4.382363282,3.482363282,1.7,60,121,183,176,8.26902170033382,8.1827793107603,8.020109424677,6.71608237463682,4.17265708268623,4.06896577209343,10.8196473620044,6.53504667828508,6.26634448982845,1196.21937682294,7.9879558881001,7.52124501016906,864.676268878809,6.60506958610916,4.54017726230679,63.6311305207846
1527,2.676758082,3.351976408,0.296610315,5.401933981,10.40193398,43.2748451,8.501933981,7.101933981,4,218,511,791,659,3.19873959702276,3.08275231098923,2.94416756270695,2.32859844461442,2.06577898398565,1.97187936130877,119.97502186496,2.42172591581613,2.23915359658798,712.151537711084,2.00959112054349,1.64583725397755,724.4237818402,2.48135148707705,1.59340295945293,523.139287828217
1528,8.217607458,9.702723832,0.698555852,2.686848178,4.986848178,475.3200795,4.186848178,3.486848178,2,216,535,835,741,9.40487980364112,9.18189854892984,8.85343126170189,7.30314088657762,6.4453575954993,6.27252741875506,1388.39035215087,7.45678306886501,7.07850112850633,360.024645213968,7.18823945965948,6.53176777589556,669.112700715262,8.23049539930573,6.14514861224059,1332.54011408484
