tree_number,lambda.sim,mu_0.sim,beta.sim,time_decline,time80,final_rich80,time50,time20,time_s20,ntip80,ntip50,ntip20,ntip_s20,mu_f.sim.80,mu_f.sim.50,mu_f.sim.20,mu_f.sim.s20,lambda.fit.80,mu_f.fit.80,beta.fit.80,lambda.fit.50,mu_f.fit.50,beta.fit.50,lambda.fit.20,mu_f.fit.20,beta.fit.20,lambda.fit.s20,mu_f.fit.s20,beta.fit.s20
369,8.311369911,9.223543431,0.921062492,2.511973234,5.311973234,167.8185038,4.211973234,3.411973234,1.8,245,407,785,764,9.15435350607612,9.03297258896496,8.82537544435267,7.46612347715284,6.68569669654472,6.51449952571216,37.0286259020884,7.37439199410591,7.09483413893512,254.311288538856,7.97719807615212,7.46542304854536,1831.96629464354,8.28598045124447,6.44718152744925,2808.4456254336
370,5.56073084,6.768231941,0.693101456,2.486918557,5.186918557,30.28259859,4.086918557,3.386918557,1.8,137,134,134,193,6.58238296871276,6.36987598454556,6.12112149305401,4.82440773845597,8.32128079030964,8.16353985463057,160.43272570001,5.7742570136047,5.43904997154398,144.705135845129,3.10769539495054,2.46839602330097,1542.04749579102,4.67242987795545,2.52067041825919,333.822467671674
371,4.681238762,6.045767779,0.354132753,4.203364829,7.303364829,355.6083257,6.103364829,5.303364829,3.2,382,1051,1771,2137,5.59056040938812,5.34951528302815,5.12148452324242,4.09907158347928,3.50395054207303,3.38325736565985,919.978731253429,3.98848043955199,3.76076794476226,1051.14982215692,4.11071370013871,3.74121457160363,556.173934077963,4.31242556861717,3.09382130474399,261.784351011979
372,7.278791015,9.196008928,0.57327043,2.734999687,4.834999687,345.1332143,4.034999687,3.534999687,2.1,1112,2323,3478,3381,8.6207832155733,8.286068757066,7.98402480570941,6.43691683236118,6.75260494562875,6.53406388501359,362.003617683226,6.16844157331182,5.73976672191782,1475.24989905158,6.39386604520142,5.74008382180488,710.547265826645,6.77519466397858,4.85291421973784,2133.48354968793
373,4.418103311,5.917929311,0.497307597,2.760137824,5.360137824,22.98590274,4.360137824,3.660137824,2,8,72,89,43,5.50630765066259,5.24110466419586,4.95927787548064,3.72908998509931,1.50346577355067,1.53841423657152,1091.65965905619,4.30643764150043,4.02202413775882,1547.68678289682,3.53461055677712,2.86383025725616,393.705078134653,2.98650619419023,30.0581964650276,0.0634671024533582
374,5.698735208,6.07758651,0.663663697,4.181664852,10.08166485,219.8871574,7.481664852,5.881664852,3,91,229,361,405,6.07003665789525,6.03519052835737,5.95498792272821,5.24763120531766,5.18182392185467,5.14790136468421,64.1116863699052,5.70597826883524,5.56548199338461,303.526027555056,5.80238636698783,5.55885220607972,219.778174070823,4.90996758751057,3.70171596344545,39.4026502383994
375,3.015007592,3.770716081,0.286128824,5.617625233,10.41762523,108.0412705,8.517625233,7.217625233,4.2,133,284,383,348,3.5793406036327,3.44111531794583,3.29260189618788,2.63697385613351,2.19990726854429,2.0917057155451,33.1345504008959,2.73599133088262,2.53954876444424,761.045389409416,2.80207652132911,2.50565349800393,857.776104245037,2.9555356708045,2.08428446958408,1273.10693833468
376,5.82887614,7.16713835,0.868084023,1.9331476,4.2331476,12.40561032,3.3331476,2.7331476,1.3,22,39,38,16,6.98540619250554,6.77018865425055,6.49888994011162,4.84846026884578,4.06138326898942,3.9766581863341,731.993171654757,5.46293724404589,4.95282105828189,2946.9401032078,4.51441681602642,66.2855438124587,0.0817649682991413,3.36021751159211,1.81809495662382,938.817561399502
377,5.611220262,6.122227656,0.988447665,2.512320412,6.712320412,16.17631836,4.812320412,3.712320412,1.6,16,103,267,310,6.11418383782878,6.06961511934042,5.96616667068205,4.86311181346767,5.47203137202574,5.61389554292278,142.760361847817,4.42825561948267,4.20482653268254,1322.85794303287,4.23894704686439,3.68267445296467,56.203168012358,4.87514448998303,2.65338929107712,2449.49146826639
378,5.345468582,6.076750946,0.737997189,2.869151566,6.469151566,34.31601282,4.969151566,3.969151566,2,8,31,163,229,6.0254345773992,5.92150578351337,5.752018126681,4.68790132837464,5.89209266631634,9.41989624349332,4.22409786864079,3.87110323574836,3.81861353304335,1286.36749169,3.64711499606772,3.19603117377356,1390.04662782039,4.34721801933436,2.57713806487933,2070.18192963786
379,7.08498237,8.328309825,0.687190766,2.76760022,5.36760022,192.4035638,4.36760022,3.66760022,2.1,158,432,825,778,8.12003666118845,7.91423724533964,7.65844575724801,6.36121071437506,6.92304264213236,6.79236458440198,1235.37975411997,5.83958156361318,5.55318978233936,1165.43791474737,5.80569828377888,5.26828876624333,80.152451093317,5.67521043400088,3.77236823418338,1996.21485665547
380,3.229995836,4.444976682,0.315230356,4.114598382,7.614598382,38.01062742,6.314598382,5.314598382,3,39,51,132,195,4.04187963543759,3.83770467595261,3.61266485548808,2.71849857869819,3.66444136839303,3.63294479736133,117.147410887967,2.05887256254073,1.9250566904267,1053.87287017064,1.68322626931646,1.25520283027109,19.3483560728091,3.08609396736862,1.87464710701086,60.3998133561087
381,6.756621735,8.687794707,0.906057599,1.659708566,3.459708566,14.0488924,2.759708566,2.359708566,1.1,8,47,52,48,8.30976258310575,7.97498143525375,7.66361986541895,5.48105172552387,3.29688267096399,3.44144197467872,1649.14955107367,4.79459011405741,4.30406510706139,2116.31868897741,6.6679421257353,6.31983276832806,20.3549587268977,7.52394347748238,5.63344974414943,45.9650097816506
382,4.631680809,5.276133365,0.54279132,3.873583659,8.173583659,83.70506247,6.373583659,5.273583659,2.8,5,14,23,28,5.21368134838078,5.11022710935799,4.9747167665659,4.12196758316018,7.56446862100234,10.3192399399222,25.9079660629661,2.90691973655891,3.08892688297588,22.5231996070579,3.2262617727569,3.1634315158207,43.9958984164625,3.78102673924736,3.12961012839542,2499.91151655547
383,6.83931824,8.640212817,0.857283572,1.82920067,3.72920067,21.63385435,3.02920067,2.52920067,1.3,26,107,268,286,8.28695433874108,7.99647049661383,7.65195826487997,5.80544915165776,4.28372019711424,4.19460788092986,1674.97216088604,4.62598337176874,4.24624235888682,1977.68185212416,6.13941867926881,5.38843671229408,245.625541041212,4.52509373546558,9.61517686296949,-0.156157744855042
384,6.900100823,7.956354783,0.719908239,2.80486067,5.60486067,150.2967688,4.50486067,3.70486067,2.1,78,239,430,448,7.8156391794593,7.64571315685331,7.40379230384775,6.20189033724257,5.35888560794244,5.27427591627264,1234.32023059231,5.89120745116505,5.63872486415218,486.974588669335,6.58128685827298,6.1288481179245,1716.01973174947,6.21517744584361,4.64735747366896,904.813609228591
385,4.789511028,5.215098998,0.789293195,3.174791945,8.274791945,22.36528728,6.074791945,4.674791945,2.1,122,210,365,441,5.20749954418439,5.17195594503027,5.08483907260972,4.22103892437578,4.27907509628755,4.20765936688573,31.4799526902209,3.59135286976124,3.35334804428929,630.169693756707,3.66727463462095,3.29370588579445,1195.38853367674,4.53196414137822,2.77277875641322,691.589161275496
386,4.227353775,5.837642939,0.306452077,4.20265822,7.20265822,225.3306869,6.10265822,5.30265822,3.2,52,121,213,242,5.19549878554589,4.93807902915715,4.6881551021718,3.64812705330046,3.01295110654577,2.923154659602,983.240463929478,3.33298261352582,3.1171132522926,85.8294044886454,3.87312326727333,3.50820668441371,100.72929930943,3.00030442881298,1.49869504133349,395.850379183672
387,2.743618954,3.917304482,0.170937413,7.050855276,11.65085528,476.0415246,9.950855276,8.750855276,5.6,369,812,1166,1061,3.38266534805685,3.20237378830737,3.03959952113841,2.41326530709592,2.5446301391738,2.45339976076361,455.324153777467,2.43219791254221,2.24946849877804,618.64257065463,2.43024995566485,2.15357796460457,273.212677743178,2.49941224464764,1.74697314562624,841.884411851089
388,4.419598582,4.672981594,0.586386254,4.97052985,13.17052985,106.4977064,9.37052985,7.17052985,3.4,15,102,219,205,4.67091369122409,4.65378365926892,4.60323612444617,4.03657392925936,1.37380502370983,6.38446485553525,0.128999047015414,3.9327458624693,3.82540422197503,199.811717397838,3.49886136887428,3.22396050446958,915.641341391369,4.31091647633178,3.31592537149312,1667.25784069562
389,3.980317431,4.510208226,0.395646456,5.4124778,10.7124778,265.8223572,8.6124778,7.1124778,4,115,334,524,583,4.44511993152163,4.36081195951488,4.23976235627826,3.58361674670277,2.88219985775794,2.81469886780352,631.766407631325,3.33375642296303,3.17113592492445,42.0647232208016,3.23385794299523,2.9325735267262,546.011292450993,3.83045467755699,2.93025750670369,74.8006383035102
390,5.413619295,5.867058381,0.925339198,2.766820778,7.466820778,19.81409304,5.366820778,4.066820778,1.8,34,76,71,123,5.86120062433106,5.82616455798588,5.73088621896313,4.75774325173854,5.82876107705475,5.97682190220551,9.10246143192433,5.66931665187054,5.52995091438561,1250.36389738208,4.49500894337315,4.24066301120724,114.463562166239,3.89697740581932,2.38496635474673,2153.86752764847
391,7.684656768,8.431148818,0.765959098,3.165055884,6.665055884,428.6315677,5.265055884,4.265055884,2.3,471,1135,1549,1257,8.38001080443527,8.2817124211425,8.10970269124412,6.98308536422432,6.15638800132691,5.98952741595439,1053.55266083249,6.87555520713617,6.56441375611165,696.742517803664,7.13300169709941,6.65922532623065,64.585098548304,7.89097232947379,6.16595791745652,2120.14056199133
392,6.842647599,8.26613226,0.962641228,1.827325502,3.927325502,18.13046255,3.127325502,2.527325502,1.3,5,21,43,36,8.07759105985262,7.85888132888517,7.54052110611757,5.90123845060574,1.20475088282406,1.45958522554345,4.4996436182449,3.73709608795559,3.63366745823737,13.6123857664306,6.72004370791468,6.33950521485542,2792.64848893184,3.1555334840645,11.0996951449413,0.0903542846615251
393,4.739219392,5.097360595,0.516427181,5.142159284,11.54215928,306.7028504,8.842159284,7.042159284,3.7,470,1063,1897,2130,5.08421885565248,5.04436828750755,4.96310899019583,4.34313042652415,4.03241190484265,3.95844809248715,617.087314069081,4.19968312693498,4.06284606542892,253.6215999053,4.39472703239555,4.14980928138407,864.293285265592,4.43905687015054,3.46895214126421,1310.52696378329
394,3.167578112,3.56267924,0.329823947,6.667576458,13.56757646,212.7335095,10.76757646,8.867576458,4.9,606,1305,2243,2308,3.52209594547496,3.4604862005168,3.37143926202435,2.85490102002821,2.92330317532177,2.85845615487798,514.90921764142,2.65193923577558,2.52016128292294,153.055555899449,2.83948995451853,2.61933818647316,137.001085883112,2.77443848298151,2.01396642007359,934.278361153104
395,4.772965451,5.050181809,0.877733477,3.306677162,10.30667716,18.38853005,6.906677162,5.006677162,2.1,29,104,151,72,5.04958689359294,5.03841882368602,4.98783881065782,4.25071963290635,4.14259028562778,4.19643294819139,717.914257470897,3.32466636502372,3.13693945015279,51.4837758213249,4.34725102739096,3.98377609535261,371.734124294187,4.93870056913492,3.47703527929036,411.721297814525
396,5.195325999,6.085632748,0.540493019,3.556234498,7.056234498,126.0426911,5.656234498,4.756234498,2.6,3,63,89,121,5.95136438605503,5.79947857703423,5.62019682186047,4.59283975607743,-0.136497705933584,-4.58523386077029e-06,10.8220393360973,5.66641174134747,5.59153966119936,106.854218478002,3.81788950636585,3.52496658975336,267.562503348962,5.31379630493331,4.31558161364961,19.6518795750863
397,6.277643533,6.568284612,0.855801186,3.643274786,10.44327479,106.3862355,7.243274786,5.343274786,2.5,19,74,216,178,6.56742162786161,6.55493877059679,6.50043951750928,5.79510991765675,5.23863479193253,5.51698704225814,1680.83865114197,5.71100830811161,5.65450182528645,1027.85755998978,6.35423197701855,6.09712626563879,1343.37886973349,4.84621150022839,3.75687526716849,21.9542296354836
398,3.09312137,3.419342334,0.43574245,5.392241569,12.69224157,41.67944454,9.592241569,7.592241569,3.8,14,100,99,97,3.40578869497688,3.36701825486142,3.29426383035973,2.76646960939065,1.42188025741571,1.45233006332416,314.499467858917,2.00270363960488,1.85875718236909,623.177891165214,2.61171302352687,2.43555846218059,796.365742080631,2.68789313070094,2.15293253355323,14.0031206579301
399,5.021975877,6.824971347,0.386566325,3.443493716,6.043493716,176.4783924,5.043493716,4.343493716,2.6,189,661,1059,1052,6.16504233883558,5.85360994875954,5.55176329660742,4.32690818148096,3.97679750746564,3.8635988838839,1084.154425271,3.80279859541946,3.45305261407408,1109.23869474207,4.43113401693553,3.9488307700374,1287.67830695751,4.8143193350035,3.39871186671942,383.609515177336
400,3.998849591,5.627680647,0.398794129,3.108959459,5.808959459,28.61541556,4.808959459,4.008959459,2.3,4,4,37,14,5.07273301908726,4.80079379010345,4.49004979677666,3.37871387716532,1.00380556847559,149.80821467355,0.00917619740381076,0.618381232292745,0.0847369853553454,-1.3285854642107,2.31248468620691,1.79020164337572,1044.15818001809,1.73939895032624,7.16718065313706,0.157700442713678
401,7.329529044,7.730017924,0.856207715,3.457315799,8.757315799,261.491617,6.357315799,4.957315799,2.4,374,887,1027,716,7.72573436112581,7.69658023668643,7.61914614077947,6.73975751856188,6.14248822523563,6.02250747239637,834.224442015607,6.99864422810142,6.73936243031748,85.4895880666109,7.23526673862236,6.86064417074918,1080.01622900582,6.48873492113694,5.17340489998759,2160.03471742984
402,3.243046505,3.583174504,0.318470289,7.393727091,15.09372709,427.9250374,11.89372709,9.793727091,5.5,476,1426,2471,2810,3.55388876157311,3.50203209751237,3.42479511952683,2.96149926664784,2.9510943999938,2.9009689226341,467.629112274198,2.86420060336087,2.75742393363622,107.327510563341,2.6615939226129,2.46237195636428,602.812923312113,3.04454059935645,2.32247703316464,850.399890801759
403,3.189549032,3.893663343,0.472312092,3.620836813,7.820836813,13.38497762,6.120836813,4.920836813,2.5,50,137,225,158,3.79680689832004,3.6774727298251,3.51261166743258,2.69815651669892,2.39805683025449,2.29559851929626,814.326405614515,2.50704259994022,2.27393169530246,928.379812602883,2.42662809824078,1.92976508392866,197.392377228303,2.19067346076129,70.7934329254678,-0.00679574908614263
404,6.225226999,8.180570551,0.71623171,1.998230418,3.998230418,23.92618518,3.298230418,2.798230418,1.4,27,40,39,63,7.71379068504791,7.40993160988338,7.07807031716385,5.17929463467433,5.27668939723894,5.22761784747645,1661.98061177842,6.53343091425116,6.37131411633579,218.369557847846,4.93343976570667,4.64587787263407,23.6920762437317,3.00692494406945,164.760972598235,-0.00578575770690315
405,5.314246826,6.3889257,0.585250416,3.045780383,6.045780383,66.52793501,4.845780383,4.045780383,2.2,20,199,237,230,6.20324548368078,6.01415048252625,5.79036570695734,4.62592867316674,-1.01774423756966,-0.850158238310935,10.395382449857,4.35538386711428,3.95604913600078,981.062502325944,5.08448338089688,4.67580207708197,204.368104927367,3.99654377567806,2.59160262542869,210.493631765552
406,3.128830616,4.323299679,0.243749372,5.2772121,9.2772121,137.4632645,7.7772121,6.6772121,4,171,557,1124,1042,3.87275394915897,3.67387709292395,3.4741733707807,2.69258000155646,2.14119098765769,2.04648335289886,690.171367804469,2.14830579494461,1.95392703354653,595.747535413045,2.37972909021173,2.02777611748366,659.659822034753,2.93143915965794,1.96091727964937,1131.45659666741
407,1.689438288,2.556675,0.126532036,8.544483583,14.74448358,76.12177126,12.44448358,10.74448358,6.6,53,99,157,123,2.1609128743377,2.02722590593166,1.90016266539704,1.4475225683545,1.7150233481738,1.67575241141783,72.9231423126099,2.56036729219563,2.49701140176428,395.471550233834,1.36837655847485,1.12535890921339,69.1149572404857,1.77151454755677,1.30559694405042,364.107982705169
408,8.069187953,8.731305287,0.900877373,2.863017155,6.463017155,233.2104705,4.963017155,3.963017155,2,6,77,177,164,8.70545596845225,8.63146215260411,8.48551524804324,7.29056059074904,1.53564195542024,1.6703594915358,100.219774961904,6.37722554014608,6.26367986025971,97.8853287320306,6.21251090661292,5.81806293747445,22.8154286706296,7.34104061350266,5.67471118027237,1234.16436490449
409,6.87710271,7.46927008,0.812000721,3.121626839,7.121626839,150.1098441,5.421626839,4.321626839,2.2,3,23,36,121,7.44626335805126,7.37778392424857,7.24577521225712,6.21770392050718,3.40503286341355,8.75125461544159,2.93961328734734,6.34156763335101,6.4257386661711,298.652955296725,5.59107510418432,5.52913860844235,73.4280635877498,6.49345273449628,5.33881146675923,322.255774823136
410,7.693934685,9.479368785,0.662738414,2.519027288,4.619027288,245.2586409,3.819027288,3.219027288,1.9,268,852,1412,1445,9.03543909674779,8.72501843044517,8.35665958754017,6.78836374786147,6.33414924508299,6.15277871360588,1485.3539696615,6.26451594562899,5.86559420463153,1653.83441993069,6.55819833154702,5.89370042216716,1828.2766631312,7.05491800632011,4.75494110779334,908.394338840202
411,6.104078593,7.992584484,0.60253082,2.394447125,4.594447125,54.56360803,3.794447125,3.194447125,1.8,16,67,55,90,7.49089896981406,7.18018019134118,6.82637197430733,5.29067511629349,2.10095734267009,2.02113657369179,130.197227288707,5.76499449737386,5.53060454771448,20.9057979709444,5.24191707467868,4.90819737222037,2083.54377203254,5.91160527164738,4.54827232187987,223.556856676532
412,3.172799144,3.624012144,0.539027372,3.865105214,9.265105214,12.58785254,6.965105214,5.565105214,2.6,43,71,165,243,3.59945036087766,3.53915623252669,3.44353701483048,2.73165552394436,3.49219869255805,3.46950634290412,745.713002566474,1.72799604723703,1.56759760326611,11.2954051641725,3.07880538343917,2.83255986938163,636.663748693149,2.05536067207687,4.72291025791439,-0.040382960876753
413,7.723107433,8.331639895,0.974306082,2.685773363,6.485773363,108.0894591,4.885773363,3.785773363,1.9,72,98,127,110,8.31663033775482,8.26029135515108,8.12327026512623,7.02314342249986,5.28892383280589,5.2559320027229,8.70413735723482,6.3170136985336,6.13249744002248,63.3663430768146,6.38654210764725,5.95494601251451,1670.34217270419,5.74978117288145,4.14983969116583,2052.68870775855
414,7.284087959,8.667474268,0.867700724,2.11483411,4.31483411,47.44780796,3.41483411,2.81483411,1.5,17,39,121,103,8.46240495635552,8.21970472855368,7.91384609013239,6.30897304148772,4.7434017496791,4.81466131527618,116.041969617206,4.02159659104759,3.77605928088781,19.7576911137351,6.7967866026569,6.03047170987087,129.732819110074,7.32292574579954,5.58510782003533,24.9995094588053
415,8.386804165,9.519256735,0.766685359,2.776798916,5.476798916,485.4188295,4.376798916,3.676798916,2.1,560,1273,2014,2240,9.37636453388867,9.18715398715475,8.9512551814739,7.61654990860152,7.8285914411473,7.65988251979337,1286.27606581936,7.58413251124965,7.27934436785167,1494.90389207505,7.43900856228348,6.90817723503401,1630.3312006124,7.97034307387334,6.07690357335756,2252.60793387935
416,3.853175062,5.373962126,0.24838309,5.082219792,8.582219792,480.4008823,7.282219792,6.382219792,4,70,179,283,215,4.73640590017389,4.49341760716311,4.27283976309459,3.38416417278966,4.90944944596162,4.874655278086,889.057702311085,2.91523615588372,2.6632453646554,885.971613588421,3.77067259307084,3.41606325810537,140.084755420346,3.77725746711865,2.95356955338669,1483.29290004643
417,2.424909038,2.933506516,0.336359036,5.209602436,11.00960244,19.11090378,8.609602436,7.009602436,3.7,11,34,75,39,2.86121010510166,2.77143524646593,2.65589835364828,2.08843157043469,1.38663612153854,1.42387200463832,81.1693347652659,1.35718598653265,1.23361868233603,8.56361916811431,2.57329267034862,2.38245008615076,911.502242172274,2.49135806311354,2.05390701903951,1595.97935749134
418,2.540111718,2.744873522,0.449234512,5.777924085,15.97792408,17.49255042,11.27792408,8.577924085,3.8,12,37,41,49,2.74277830872468,2.72756744767972,2.6866673884402,2.24697358281358,3.54102819761302,3.65382680369326,95.3843153406303,2.37195648976086,2.33301353260593,625.23295579814,1.98276911668014,1.8912251697507,7.35272516318314,2.66332494187592,2.16282598113926,1638.38558693858
419,6.307703781,7.457521043,0.562811202,3.321931091,6.221931091,323.2556362,5.121931091,4.321931091,2.5,25,18,35,33,7.23272223353729,7.04001536499052,6.80257876548467,5.63139820028174,8.16908919759951,8.61700114935188,19.1476228558139,3.35755705324839,4.80684671415319,1.53926282457089,8.05384893402283,8.06180343330233,2035.79367895567,2.80019041374771,97.6416817511753,0.0218863289839663
420,2.336173176,3.371188131,0.161142171,7.327997133,12.42799713,201.0524391,10.52799713,9.127997133,5.7,391,1233,1912,1932,2.91616598803272,2.75317098059998,2.59676744535116,2.02570269263266,1.8768549211472,1.80856097004968,522.773999182694,1.90768791789138,1.75182317069615,557.605130117635,2.02795370080609,1.79339785114524,605.388921615045,2.06592008858986,1.37994006559647,73.3426438973904
421,8.16986133,8.442165696,0.97903053,3.507626798,10.5076268,323.846092,7.107626798,5.207626798,2.4,60,179,302,431,8.44187812723977,8.43414190885802,8.39061485473966,7.63678032732013,6.60712814211759,6.63188511331018,79.4268793072543,8.49911529586476,8.39440812720424,739.893074401349,7.82860910262333,7.5956380248155,1350.45980905463,6.92187396919737,5.24788835086919,191.887716963163
422,8.06543831,8.628737507,0.94553032,2.886256002,6.886256002,199.29872,5.186256002,4.086256002,2,302,832,1642,1668,8.61590874551786,8.56472418710852,8.44761483691026,7.32656039767829,6.79288031637888,6.70168986801011,142.438637434593,6.91745883432215,6.7022586992784,1321.83759390936,6.97717156807366,6.54118285100109,534.572797230281,7.53745448824455,5.81653655030403,751.057391057732
423,8.669259161,9.161603733,0.984825286,2.968646056,7.368646056,308.5256703,5.368646056,4.268646056,2.1,112,354,469,772,9.15514167680989,9.11528260733771,9.02475092563775,8.00337933297416,8.58138661465665,8.54856340930663,1025.54194443704,7.58754180549492,7.39446690915654,369.954249798646,7.38747718029575,7.07505643226342,204.570196026563,8.79813039618101,7.32413127538184,442.054427148522
424,4.606670249,5.520975227,0.58387752,3.079662333,6.379662333,31.96367712,5.079662333,4.179662333,2.2,26,62,103,95,5.38783959823098,5.23656741958215,5.03996000422056,3.99287700171396,3.95671753158981,4.22870313327647,6.89000260217383,7.21328525483238,7.1410598279071,797.721177660194,3.81439342649486,3.4425482169856,1282.26840768013,4.62410147942966,3.79414805487149,9.4026623368499
425,6.103152506,7.519131911,0.634327864,2.632123447,5.032123447,72.60090704,4.132123447,3.432123447,1.9,48,64,135,163,7.2101786967025,6.97233091137004,6.66668201211557,5.26621055987183,5.2562421372273,5.1854702444804,26.9748615303049,3.6322387435072,3.32533061728131,966.26302749628,5.49426487471217,5.07864737905057,58.4299018553439,5.62789969095114,3.91144568281415,59.8642716050336
426,7.843873137,8.788357705,0.947451468,2.354256513,5.154256513,85.27840664,3.954256513,3.254256513,1.7,162,362,504,655,8.72181957034317,8.58094366300731,8.38576192713237,7.03284603919278,7.12817973887595,6.98920938036878,301.405270437713,7.51645024375303,7.21538442361612,1705.92763105973,7.11079419533433,6.64437346150583,1936.52159621088,3.95891961180392,106.877958119596,-0.0166001311357111
427,6.275518827,7.870270459,0.619771251,2.575747774,4.875747774,82.13994994,4.075747774,3.375747774,1.9,7,36,22,33,7.48690090796459,7.24083934991103,6.89895015348949,5.44600869516289,1.79596529110912,26.7745559042214,0.0801594029044523,7.05191717281382,7.10028193224913,22.2585169846871,4.85004767756005,4.88579711087495,14.0798520786199,5.50932027244705,5.28275477696784,5.93689999441929
428,0.62004856,1.470066982,0.034946992,15.67531816,26.87531816,16.58995224,22.87531816,19.77531816,11.8,7,10,21,22,0.895364941539885,0.809142434720383,0.733518280591631,0.496770505642678,1.22027088359585,2.72078315188995,0.444770278596574,0.197223114983738,1.70075131681593,0.0112845934484049,0.303386147804619,19.9051042016786,0.00157480292363482,0.894089255892889,31.7285081340783,0.00861753867540017
429,5.53462629,6.57122575,0.895088115,2.063210031,4.763210031,11.41776996,3.663210031,2.963210031,1.4,5,43,96,52,6.47874847174916,6.32368879096061,6.10804304808781,4.69440919108953,3.1515590263414,4.11469944477654,31.2482756690738,4.5709538624719,4.38547202213557,1682.22740215049,4.58050794454578,3.98906801005667,63.6951013026786,2.57247431793224,8.4874263885851,-0.0209743287693676
430,7.776223736,9.730378224,0.717073159,2.238676952,4.138676952,129.0545645,3.438676952,2.938676952,1.7,84,288,395,505,9.23004521720885,8.90385740886866,8.54743404000957,6.85487297645732,4.81194317275745,4.614408320505,227.910154749729,6.72046081502496,6.31585865029195,1763.37694310661,6.23466984635611,5.61855791936762,205.37801223695,4.38326104972869,175.638770319766,-0.0134640924845613
431,5.033204976,5.4781924,0.693571388,3.619648233,8.719648233,56.64494432,6.519648233,5.119648233,2.5,112,326,493,546,5.46524581633512,5.41864998014446,5.32096566421847,4.51080213090695,3.65091218901151,3.57852315255262,30.9688657214129,4.18865661698878,3.98053015399455,782.775357435323,4.10001803978962,3.74202409396143,358.919930924761,4.32774881469539,2.87387486379077,1680.26219674488
432,3.522456652,5.48286014,0.377546525,2.724105522,5.224105522,10.80573756,4.324105522,3.624105522,1.9,67,186,371,279,4.7200270281514,4.41134263297523,4.08721267236925,2.80695286608311,2.49897110335456,2.34759762586727,1125.51313822509,3.01405460797406,2.72130856346367,84.8196248623161,3.21378768047396,2.65086614401829,178.893288858337,2.01168054900271,6.5078730295841,1.37174245403177e-07
433,2.713729904,4.323188856,0.17487981,5.65013893,9.55013893,123.2951365,8.15013893,7.05013893,4.4,6,43,64,117,3.50946416732648,3.28373177067176,3.06324604163579,2.32043707165485,0.776781408101587,0.832335915661398,31.7832052564386,2.11185302451964,2.0328140277184,6.40546451356525,2.37378196259541,2.196317015178,70.0571254409879,2.20086160488393,1.55000624852114,10.7344527102401
434,6.316044721,8.139949779,0.767878651,1.947969473,3.947969473,21.39092845,3.147969473,2.647969473,1.4,41,101,199,147,7.74727653877849,7.41414524837812,7.07442781778894,5.36188684378819,3.8065295109354,3.64248655908641,86.2618220719535,5.80061301048979,5.4756444242858,1977.53681407725,5.62753547717185,5.00772588073073,62.497590387831,3.38464614265356,305.046209658603,-0.00330662354586874
435,5.025303708,5.762758483,0.613993596,3.34851502,7.04851502,60.69144745,5.54851502,4.54851502,2.4,21,60,95,93,5.68670563563045,5.57173070485976,5.40977811213899,4.44249459341647,3.02128866255927,3.03797885771986,495.610905673374,3.51002326057868,3.31943725864261,502.668592748437,5.17354582305587,4.85913017550157,1343.41836988628,4.98395565377477,3.92620771965232,595.383243668943
436,5.778143003,6.073860005,0.64476577,4.687511054,11.78751105,389.9431667,8.587511054,6.687511054,3.3,376,632,1037,849,6.07082089120364,6.04993757721439,5.99241961162889,5.35041642854292,5.2356520883983,5.15156297638905,31.1086376447955,4.82628164503336,4.66945019974968,69.2818693727564,5.297261824174,5.03019520645658,959.235553358851,5.08101852751104,4.20804027854092,38.7804307790124
437,3.602811737,4.248725881,0.510100553,3.692816684,8.092816684,21.50453295,6.292816684,5.092816684,2.6,90,191,224,278,4.18026762497385,4.07725642462094,3.93247816514279,3.12082564321622,2.90125615628338,2.81434799354507,68.7735542767298,3.15852756164016,2.90560184810507,965.038172586491,2.89504778219689,2.57984935792221,50.2274588229534,3.36202674182326,2.28909199673929,1787.29121999287
438,5.765679066,6.321599714,0.697002537,3.487938536,7.887938536,112.5785631,6.087938536,4.887938536,2.5,30,27,57,75,6.29571081147041,6.23082153206054,6.11207912442584,5.21480747927863,3.96883742752805,9.05232830622938,0.624719835032645,5.60395088032281,5.64400215927934,256.90068393617,4.19345890010962,3.92073046510909,1576.8922200561,3.00369892540247,76.5943883730489,0.0220520764980125
439,6.905947585,7.512197692,0.773495987,3.254044959,7.254044959,209.7725312,5.554044959,4.454044959,2.3,174,448,811,707,7.48472180806628,7.40986268130264,7.27256736404703,6.2441388145134,6.74026816406948,6.68139013388729,22.159789455549,5.44907232204815,5.18156506011037,247.590705871612,6.36876357658908,5.86844479798029,132.462791919272,6.60758764292547,4.85337814377601,2045.72978084398
440,5.858422059,7.699648407,0.596135988,2.400027597,4.500027597,44.65172638,3.700027597,3.100027597,1.8,59,103,169,201,7.17312196749012,6.85136877325756,6.48659985926758,5.06663258927245,5.48428160671659,5.3719850715638,85.670132202018,5.23051137020938,4.95387594067694,1703.22120629553,3.47720619090472,2.80679251639463,1599.44119997046,4.27207066727186,2.3769808688436,950.381808434888
